motif	RBP	length	site1(A)	site1(C)	site1(G)	site1(U)	site2(A)	site2(C)	site2(G)	site2(U)	site3(A)	site3(C)	site3(G)	site3(U)	site4(A)	site4(C)	site4(G)	site4(U)	site5(A)	site5(C)	site5(G)	site5(U)	site6(A)	site6(C)	site6(G)	site6(U)	site7(A)	site7(C)	site7(G)	site7(U)	site8(A)	site8(C)	site8(G)	site8(U)	site9(A)	site9(C)	site9(G)	site9(U)	site10(A)	site10(C)	site10(G)	site10(U)	site11(A)	site11(C)	site11(G)	site11(U)	site12(A)	site12(C)	site12(G)	site12(U)	site13(A)	site13(C)	site13(G)	site13(U)	site14(A)	site14(C)	site14(G)	site14(U)	site15(A)	site15(C)	site15(G)	site15(U)	site16(A)	site16(C)	site16(G)	site16(U)	site17(A)	site17(C)	site17(G)	site17(U)	site18(A)	site18(C)	site18(G)	site18(U)	site19(A)	site19(C)	site19(G)	site19(U)	site20(A)	site20(C)	site20(G)	site20(U)	site21(A)	site21(C)	site21(G)	site21(U)	site22(A)	site22(C)	site22(G)	site22(U)	site23(A)	site23(C)	site23(G)	site23(U)	site24(A)	site24(C)	site24(G)	site24(U)	site25(A)	site25(C)	site25(G)	site25(U)	site26(A)	site26(C)	site26(G)	site26(U)	site27(A)	site27(C)	site27(G)	site27(U)	site28(A)	site28(C)	site28(G)	site28(U)	site29(A)	site29(C)	site29(G)	site29(U)	site30(A)	site30(C)	site30(G)	site30(U)	site31(A)	site31(C)	site31(G)	site31(U)	site32(A)	site32(C)	site32(G)	site32(U)	site33(A)	site33(C)	site33(G)	site33(U)	site34(A)	site34(C)	site34(G)	site34(U)	site35(A)	site35(C)	site35(G)	site35(U)	site36(A)	site36(C)	site36(G)	site36(U)	site37(A)	site37(C)	site37(G)	site37(U)	site38(A)	site38(C)	site38(G)	site38(U)	site39(A)	site39(C)	site39(G)	site39(U)	site40(A)	site40(C)	site40(G)	site40(U)
motif0073	CPSF6	8	0	0	0	1	0	0	1	0	0.8393	0	0.1607	0	0.3483	0	0.6517	0	0	0	1	0	1	0	0	0	0.7193	0.1121	0.1686	0	1	0	0	0																																																																																																																																
motif0074	CPSF6	8	0	0	0	1	0	0	1	0	0.8393	0	0.1607	0	0.3483	0	0.6517	0	0	0	1	0	1	0	0	0	0.7193	0.1121	0.1686	0	1	0	0	0																																																																																																																																
motif0075	CPSF6	8	0	0.9999	0.0001	0	0.3221	0	0	0.6779	0	0	1	0	0.2089	0.5985	0.1926	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0.3778	0	0.6222																																																																																																																																
motif0083	CSTF2	8	0	0	0.1605	0.8395	0	0	1	0	0	0	0.1122	0.8878	0	0	1	0	0	0	0.1784	0.8216	0	0	1	0	0	0	0.1885	0.8115	0	0	0	1																																																																																																																																
motif0084	CSTF2	10	0.0001	0.0011	0.9988	0	0.3209	0	0.2624	0.4166	0	0.0001	0.9999	0	0.4318	0	0.099	0.4692	0	0.0001	0.9999	0	0.4017	0	0.1957	0.4026	0	0	0.9999	0.0001	0.2441	0.256	0.287	0.2129	0	0	0.3659	0.6341	0	0	1	0																																																																																																																								
motif0085	CSTF2	8	0	0.6662	0	0.3338	0	0	0	1	0	0	1	0	0	0.7116	0	0.2884	0	0	0	1	0	0.4599	0.5401	0	0	0	0	1	0	0	1	0																																																																																																																																
motif0086	CSTF2	10	0	0	0	1	0	0.3504	0.3688	0.2808	0	0	0	1	0	0.3711	0.3171	0.3117	0	0	0	1	0	0.4714	0.5285	0.0001	0	0.3752	0	0.6248	0	0	0.0001	0.9999	0	0.3212	0.0391	0.6397	0	0	0	1																																																																																																																								
motif0087	CSTF2	10	0	1	0	0	0.6629	0.3371	0	0	0	1	0	0	0.453	0.136	0.0007	0.4103	0	0.4783	0.5217	0	0.4036	0.2196	0	0.3769	0	1	0	0	0.673	0.327	0	0	0	1	0	0	0.576	0.3665	0.0576	0																																																																																																																								
motif0088	CSTF2	8	0	0	1	0	0	0	1	0	0.1713	0.3748	0.4539	0	0.5187	0	0	0.4813	0	0	1	0	0	0	1	0	0.4884	0	0.5116	0	0	0	1	0																																																																																																																																
motif0089	CSTF2	8	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0.4385	0	0.1728	0.3888																																																																																																																																
motif0090	CSTF2	8	0	0	0	1	0	0	0	1	0	0	0	1	0.1984	0.1756	0.2038	0.4222	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1																																																																																																																																
motif0091	CSTF2	8	0	1	0	0	1	0	0	0	0	0.2335	0.7665	0	0	1	0	0	0	0.8361	0	0.1639	0.1043	0	0	0.8957	0	0.6078	0	0.3922	0	0.8221	0.1779	0																																																																																																																																
motif0092	CSTF2	8	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0.4385	0	0.1728	0.3888																																																																																																																																
motif0093	CSTF2	8	0	0.6845	0	0.3155	0	0	0	1	0	0	0	1	0	0.1191	0.0711	0.8098	0	1	0	0	0	0.1332	0	0.8668	0	0.1686	0	0.8314	0	1	0	0																																																																																																																																
motif0094	CSTF2	8	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0.4385	0	0.1728	0.3888																																																																																																																																
motif0095	CSTF2	8	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0.4385	0	0.1728	0.3888																																																																																																																																
motif0096	CSTF2T	10	0	0	0.3947	0.6053	0	0	0	1	0	0.2562	0.2193	0.5244	0	0	0	1	0	0.4393	0.5607	0	0	0	0	1	0	0.3126	0.312	0.3754	0	0	0	1	0	0.3315	0.52	0.1485	0	0	0	1																																																																																																																								
motif0097	CSTF2T	8	0	0	0	1	0	0	0	1	0	0	0	1	0	0.4352	0.5648	0	0	0	0	1	0	0	0	1	0	0	0.2427	0.7573	0	0	0	1																																																																																																																																
motif0098	CSTF2T	10	0	0.4841	0	0.5159	0	0.416	0	0.584	0	0.4193	0	0.5807	0	0.9993	0.0002	0.0005	0	0.3643	0	0.6357	0	0.3506	0.0846	0.5647	0	0.3148	0	0.6852	0	1	0	0	0	1	0	0	0	0.3841	0	0.6159																																																																																																																								
motif0099	CSTF2T	10	0	0	0	1	0	0	0	1	0.276	0.2088	0.3676	0.1476	0.003	0.4342	0	0.5628	0	0	0	1	0.3581	0	0.6419	0	0	0.3066	0	0.6934	0	0	0	1	0.0003	0.1029	0.3599	0.5368	0	0	0	1																																																																																																																								
motif0100	CSTF2T	10	0	0.9997	0.0003	0	0.4	0.0898	0	0.5102	0	0.3823	0.6176	0	0.3034	0.4977	0.1989	0	0.3395	0	0.193	0.4675	0	0.3738	0.6262	0	0	1	0	0	0	0	0	1	0	0	0.9999	0	0	0.5879	0.4121	0																																																																																																																								
motif0101	CSTF2T	8	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0.5105	0.234	0.2555	0																																																																																																																																
motif0102	CSTF2T	8	0.6971	0	0	0.3028	0	0	0	1	0	0	0.9999	0.0001	0	0	0	1	0.2011	0	0.7989	0	0	0	0	1	0.1661	0	0.8339	0	0	0	0	1																																																																																																																																
motif0103	CSTF2T	8	0	0.3833	0	0.6167	0	0	0	1	0	0	0	1	0	0.7449	0.2551	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0.3842	0.6158	0																																																																																																																																
motif0104	CSTF2T	8	0	0	1	0	0	0	0.7052	0.2948	0	0	1	0	0	0.3144	0.6856	0	0.5474	0.0717	0	0.3809	0	0	0.7822	0.2178	0	0	0.9996	0.0004	0	0	1	0																																																																																																																																
motif0105	CSTF2T	8	0	1	0	0	0.287	0.713	0	0	0.263	0	0	0.737	0	0	1	0	0	0	0.4429	0.5571	0	1	0	0	0	0	0	1	0	0	0.8211	0.1789																																																																																																																																
motif0106	CSTF2T	8	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0.2378	0	0.7621	0	0.2615	0.2182	0.5204	0	0	0	1																																																																																																																																
motif0107	CSTF2T	8	0	0	0	1	0	0	0	1	0	0	0	1	0	0.3442	0	0.6558	0	1	0	0	0	0	0	1	0	0	0	1	0	0.3661	0	0.6339																																																																																																																																
motif0108	CSTF2T	8	0.1111	0	0	0.8889	0	0	0	1	0	0	1	0	0	0.4595	0	0.5405	0	0	0	1	0	0	0.3371	0.6629	0	0	0	1	0	0	1	0																																																																																																																																
motif0109	CSTF2T	8	0	0	0	1	0	0	0.181	0.819	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0.3482	0	0	0.6518																																																																																																																																
motif0110	CSTF2T	8	0	0	0	1	0	0	0.2751	0.7249	0	0.4959	0	0.5041	0	1	0	0	0	0	0	1	0	0.2389	0	0.7611	0	1	0	0	0	0	0	1																																																																																																																																
motif0111	CSTF2T	8	0	0	0	1	0	0	0	1	0	0	0.2651	0.7349	0	0	0	1	0	1	0	0	0	0	0	1	0	0.3163	0	0.6837	0	0	0	1																																																																																																																																
motif0112	CSTF2T	8	0	0	1	0	0.2378	0	0.453	0.3093	0.1622	0	0.5423	0.2956	0	0.8681	0	0.1319	0	0	0	1	0	0	0.9623	0.0377	0	0	1	0	0	0	1	0																																																																																																																																
motif0113	CSTF2T	10	0	0	1	0	0.6311	0.1173	0.2516	0	0	0	1	0	0	0	1	0	0.6112	0.1	0	0.2888	0	0	1	0	0	0.3065	0.693	0.0004	0.4564	0.2068	0.1485	0.1883	0.2595	0.0639	0.4472	0.2293	0	0	1	0																																																																																																																								
motif0114	CSTF2T	10	0	0	0	1	0.3247	0	0.4439	0.2314	0	0	0	1	0.2656	0	0.3198	0.4146	0	0	0	1	0.4379	0.175	0.3871	0	0	0	0	1	0	0	0.0002	0.9998	0	0	0	1	0.0803	0	0.3331	0.5867																																																																																																																								
motif0115	CSTF2T	10	0	0	1	0	0.4574	0	0.3463	0.1963	0.5957	0	0.4043	0	0	0	1	0	0.4107	0.2663	0.323	0	0.5798	0	0	0.4202	0	0	1	0	0.5264	0	0.4732	0.0003	0.6369	0	0.3631	0	0	0	1	0																																																																																																																								
motif0116	CSTF2T	10	0	0.4032	0	0.5968	0	0.4874	0	0.5126	0	0.5444	0	0.4556	0	0.399	0	0.601	0	0.5647	0	0.4353	0	0.5674	0	0.4325	0	0	0	1	0	1	0	0	0	0.9999	0	0.0001	0	0.338	0	0.662																																																																																																																								
motif0117	CSTF2T	10	0.5728	0	0	0.4272	0	0	0	1	0.6221	0	0	0.3779	1	0	0	0	1	0	0	0	0.116	0	0	0.884	0.6331	0	0.3669	0	1	0	0	0	0.6979	0	0	0.3021	0.507	0	0	0.493																																																																																																																								
motif0118	CSTF2T	8	0	0.4734	0.5266	0	0	0.312	0.688	0	0	0	1	0	0	1	0	0	0	0.3652	0.6348	0	0	0.0034	0.9966	0	0	0.3752	0.6248	0	0	0	1	0																																																																																																																																
motif0119	CSTF2T	10	0.6661	0	0	0.3339	0	0	1	0	0.488	0	0.512	0	0.2761	0	0.7239	0	0.3549	0.1518	0.4933	0	0.9484	0	0	0.0516	0	0	1	0	0.3514	0	0.6486	0	0.5835	0	0.4165	0	0.4467	0	0.5533	0																																																																																																																								
motif0120	CSTF2T	8	0.2556	0	0.6502	0.0942	0	0	1	0	1	0	0	0	0.1908	0	0.8093	0	0	0	1	0	1	0	0	0	0.3513	0	0.6487	0	0.1354	0	0.8646	0																																																																																																																																
motif0121	CSTF2T	8	0	0	1	0	0	0.6063	0.3937	0	0.0007	0.3649	0.6344	0	0	0	1	0	0	1	0	0	0	0.4624	0.5376	0	0	0	1	0	0	0.5227	0.4773	0																																																																																																																																
motif0122	CSTF2T	8	0	0	0.7724	0.2276	0.1939	0	0.5906	0.2155	0	0	1	0	0	0.5126	0.4874	0	0	0	0	1	0	0	1	0	0.1699	0	0.8301	0	0	0	1	0																																																																																																																																
motif0123	CSTF2T	8	0.3986	0	0	0.6014	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0.4723	0	0.3267	0.2009	0	0	1	0	0	0	0.7786	0.2213																																																																																																																																
motif0124	CSTF2T	8	0	0	1	0	0	0	1	0	0	0	1	0	0.5495	0.288	0	0.1624	0.3609	0.0052	0.479	0.1548	0	0	1	0	0	0	1	0	0.2662	0	0.7338	0																																																																																																																																
motif0125	CSTF2T	8	0	0	0	1	0	0	1	0	0.1993	0	0.8007	0	0.1817	0	0.8183	0	0	0.3298	0.6702	0	0.7401	0	0	0.2599	0	0	1	0	0	0.23	0.7699	0.0001																																																																																																																																
motif0126	DGCR8	10	0	0.3758	0.6242	0	0	0.7798	0.2202	0	0	0.5206	0.4794	0	0	0.0008	0.9992	0	0	0.8004	0.1996	0	0	0.3861	0.2968	0.3172	0	0.2813	0.7187	0	0	0.773	0.227	0	0	0.439	0.5609	0	0	0.3388	0.6612	0																																																																																																																								
