motif	RBP	length	site1(A)	site1(C)	site1(G)	site1(U)	site2(A)	site2(C)	site2(G)	site2(U)	site3(A)	site3(C)	site3(G)	site3(U)	site4(A)	site4(C)	site4(G)	site4(U)	site5(A)	site5(C)	site5(G)	site5(U)	site6(A)	site6(C)	site6(G)	site6(U)	site7(A)	site7(C)	site7(G)	site7(U)	site8(A)	site8(C)	site8(G)	site8(U)	site9(A)	site9(C)	site9(G)	site9(U)	site10(A)	site10(C)	site10(G)	site10(U)	site11(A)	site11(C)	site11(G)	site11(U)	site12(A)	site12(C)	site12(G)	site12(U)	site13(A)	site13(C)	site13(G)	site13(U)	site14(A)	site14(C)	site14(G)	site14(U)	site15(A)	site15(C)	site15(G)	site15(U)	site16(A)	site16(C)	site16(G)	site16(U)	site17(A)	site17(C)	site17(G)	site17(U)	site18(A)	site18(C)	site18(G)	site18(U)	site19(A)	site19(C)	site19(G)	site19(U)	site20(A)	site20(C)	site20(G)	site20(U)	site21(A)	site21(C)	site21(G)	site21(U)	site22(A)	site22(C)	site22(G)	site22(U)	site23(A)	site23(C)	site23(G)	site23(U)	site24(A)	site24(C)	site24(G)	site24(U)	site25(A)	site25(C)	site25(G)	site25(U)	site26(A)	site26(C)	site26(G)	site26(U)	site27(A)	site27(C)	site27(G)	site27(U)	site28(A)	site28(C)	site28(G)	site28(U)	site29(A)	site29(C)	site29(G)	site29(U)	site30(A)	site30(C)	site30(G)	site30(U)	site31(A)	site31(C)	site31(G)	site31(U)	site32(A)	site32(C)	site32(G)	site32(U)	site33(A)	site33(C)	site33(G)	site33(U)	site34(A)	site34(C)	site34(G)	site34(U)	site35(A)	site35(C)	site35(G)	site35(U)	site36(A)	site36(C)	site36(G)	site36(U)	site37(A)	site37(C)	site37(G)	site37(U)	site38(A)	site38(C)	site38(G)	site38(U)	site39(A)	site39(C)	site39(G)	site39(U)	site40(A)	site40(C)	site40(G)	site40(U)
motif0048	CPSF6	8	0	0	0	1	0	0.7491	0.0001	0.2508	0	0	0	1	0	0	1	0	0	0	0	1	0.1901	0	0.8099	0	0	0	0	1	0	0.1341	0.6678	0.198																																																																																																																																
motif0049	CPSF6	10	0	0.3501	0.6499	0	0	0.6257	0.3743	0	0.5218	0.0001	0.4776	0.0005	0	0.0019	0.9981	0	0	0.817	0.183	0	0.0007	0.408	0.2732	0.318	0	0.4407	0.5593	0	0	0.4538	0.5462	0	0	0.0001	0.9993	0.0005	0	0.4097	0.5903	0																																																																																																																								
motif0050	CPSF6	10	0	0.6686	0.3314	0	0.3714	0.368	0	0.2606	0	0.9999	0.0001	0	0.5459	0.0001	0.0001	0.4539	0	0	1	0	0.4716	0	0.5284	0	0.0042	0.001	0.9945	0.0004	0.0004	0.6461	0.3505	0.003	0.5123	0.0167	0	0.471	0	0.3154	0.6846	0																																																																																																																								
motif0051	CPSF6	8	0	0	0	1	0	0	1	0	0	0	0	1	0.9999	0	0	0	1	0	0	0	0	0.4172	0	0.5828	0	0	0	1	0	0	0.4602	0.5398																																																																																																																																
motif0052	CPSF6	8	0	0	0	1	0	0.7491	0.0001	0.2508	0	0	0	1	0	0	1	0	0	0	0	1	0.1901	0	0.8099	0	0	0	0	1	0	0.1341	0.6678	0.198																																																																																																																																
motif0053	CPSF6	8	0	0	0	1	0	0	1	0	0.6961	0	0	0.3039	0.7309	0	0.269	0	0	0	1	0	0.5008	0.4992	0	0	0	0	0	1	0	0	1	0																																																																																																																																
motif0054	CPSF6	8	0.9999	0.0001	0	0	0.382	0	0	0.618	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0.3504	0.0001	0	0.6495	0.9998	0	0	0.0001																																																																																																																																
motif0055	CPSF6	8	0	0.8787	0	0.1213	0	1	0	0	0	0.6501	0	0.3499	0.2985	0	0	0.7015	0	1	0	0	0	0.9999	0	0	0	0.5997	0	0.4003	0	1	0	0																																																																																																																																
motif0056	CPSF6	8	0	0	0	1	0	0	1	0	0	0	0	1	0.2144	0	0.7856	0	0.2952	0	0	0.7048	0	0.6115	0	0.3885	0	0	0	1	0	0	0.9999	0.0001																																																																																																																																
motif0057	CPSF6	10	0	0.9999	0.0001	0	0.3	0.2059	0	0.4941	0	0.352	0.4291	0.2188	0	1	0	0	0.3514	0.1707	0.0001	0.4778	0	0	0.5628	0.4371	0	1	0	0	0.0047	0.2984	0	0.6969	0.0012	0.5852	0.4136	0	0	1	0	0																																																																																																																								
motif0058	CPSF6	15	0.0235	0.4462	0.0346	0.4957	0.0163	0.4755	0.0295	0.4788	0.0143	0.5637	0.0148	0.4071	0.0226	0.4903	0.0131	0.4741	0.0141	0.4705	0.0196	0.4959	0.0085	0.595	0.0127	0.3838	0.0185	0.5064	0.0094	0.4657	0.0112	0.5078	0.0194	0.4616	0.0105	0.6071	0.0113	0.3711	0.0237	0.4877	0.0088	0.4798	0.0147	0.5082	0.0228	0.4544	0.0126	0.6436	0.0074	0.3364	0.0232	0.4785	0.0077	0.4906	0.0149	0.5397	0.0293	0.4161	0.0235	0.6192	0.0085	0.3488																																																																																																				
motif0059	CPSF6	10	0	0	1	0	0	0.4981	0.5019	0	0.4812	0	0.1261	0.3926	0	0.0031	0.9969	0	0	0.6098	0.3902	0	0.4733	0.0994	0.0004	0.4269	0	0	1	0	0	0.5015	0.4985	0	0.4449	0.0017	0.2022	0.3512	0	0	1	0																																																																																																																								
motif0060	CPSF6	8	0.6035	0	0	0.3965	0	0	1	0	0	0.1142	0.8858	0	1	0	0	0	0	0	1	0	0.3085	0.2546	0.4369	0	0.9998	0	0	0.0002	0	0	1	0																																																																																																																																
motif0061	CPSF6	9	0.9565	0	0.0435	0	0	0	1	0	0	0.0825	0.9175	0	0.254	0.3475	0.3985	0	0	1	0	0	0.7399	0.2601	0	0	0.4431	0	0.4238	0.1331	0.3268	0.0004	0.6728	0	0.0082	0.2827	0.7091	0																																																																																																																												
motif0062	CPSF6	8	0	1	0	0	0	1	0	0	0	0	0	1	0.0001	0.4437	0.4054	0.1508	0	1	0	0	0	0.318	0	0.682	0	0.5984	0	0.4016	0	1	0	0																																																																																																																																
motif0063	CPSF6	8	0.9999	0	0	0	0.5665	0	0	0.4335	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0.6414	0	0	0.3586																																																																																																																																
motif0064	CPSF6	8	0	0	1	0	0	1	0	0	0.518	0.0462	0	0.4358	0	0	1	0	0	1	0	0	0.4586	0.0421	0	0.4993	0	0	1	0	0	0.665	0.335	0																																																																																																																																
motif0065	CPSF6	8	1	0	0	0	0.5665	0	0	0.4335	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0.6414	0	0	0.3586																																																																																																																																
motif0066	CPSF6	8	0	0	1	0	0.8498	0.1502	0	0	0.6847	0	0.172	0.1433	0	0	1	0	1	0	0	0	0.6843	0	0.1755	0.1402	0	0	1	0	1	0	0	0																																																																																																																																
motif0067	CPSF6	8	0	0.8379	0.1621	0	0.4152	0	0	0.5848	0	0	1	0	0.0001	0	0	0.9999	0.0001	0	0.9999	0	0	0.7997	0.0947	0.1056	0.3164	0	0	0.6836	0	0	0.9999	0																																																																																																																																
motif0068	CPSF6	8	0	0.3928	0.6072	0	0	0.4484	0.5516	0	0	0.9993	0.0001	0.0007	0	0.0002	0.9998	0	0.0001	0.0032	0.9964	0.0003	0.0001	0.9719	0.028	0	0	0.2393	0.2983	0.4623	0	0	1	0																																																																																																																																
motif0069	CPSF6	10	0.9941	0	0	0.0059	0.6382	0	0	0.3618	0.1689	0	0.3447	0.4865	1	0	0	0	0.655	0	0	0.345	0.584	0	0.1986	0.2173	0.0001	0	0.4219	0.578	0.9998	0	0	0.0002	0.9999	0	0	0.0001	0.9999	0	0	0																																																																																																																								
motif0070	CPSF6	9	0	0.7911	0.2089	0	0.0001	0	0	0.9999	0	0	1	0	0.2712	0	0.3641	0.3647	0.3157	0	0.4078	0.2765	0	0.3407	0.6523	0.007	0	0.9936	0.0064	0	0.4165	0	0	0.5835	0	0	1	0																																																																																																																												
motif0071	CPSF6	8	0.3672	0	0	0.6328	0	0	0	1	0	0.0001	0.2745	0.7254	0	0	0	1	0.0001	0.9996	0	0.0002	0	0.0001	0	0.9999	0.0001	0	0.0001	0.9999	0	0	0	1																																																																																																																																
motif0072	CPSF6	8	0	0.9995	0.0005	0	0.3671	0	0	0.6329	0	0	1	0	0.1708	0.6629	0.1663	0	0.9999	0	0	0.0001	0	0	1	0	0	0.9999	0	0	0.0001	0.4111	0	0.5888																																																																																																																																
motif0073	CPSF6	8	0	0	0	1	0	0	0.9999	0.0001	0.7747	0	0.2253	0.0001	0.3553	0	0.6446	0.0001	0.0001	0	0.9999	0	1	0	0	0	0.754	0.1085	0.1375	0	0.9999	0	0	0.0001																																																																																																																																
motif0074	CPSF6	8	0	0	0	1	0	0	0.9999	0.0001	0.7747	0	0.2253	0.0001	0.3553	0	0.6446	0.0001	0.0001	0	0.9999	0	1	0	0	0	0.754	0.1085	0.1375	0	0.9999	0	0	0.0001																																																																																																																																
motif0075	CPSF6	8	0	0.9995	0.0005	0	0.3671	0	0	0.6329	0	0	1	0	0.1708	0.6629	0.1663	0	0.9999	0	0	0.0001	0	0	1	0	0	0.9999	0	0	0.0001	0.4111	0	0.5888																																																																																																																																
motif0083	CSTF2	8	0	0	0.1168	0.8832	0	0	1	0	0	0	0.1338	0.8661	0	0	1	0	0	0	0.2843	0.7157	0	0	1	0	0	0	0.2551	0.7449	0	0	0	1																																																																																																																																
motif0084	CSTF2	10	0.0003	0.0043	0.9953	0.0001	0.2888	0.0001	0.3115	0.3996	0	0.0004	0.9995	0	0.4491	0	0.1511	0.3997	0	0.0003	0.9996	0	0.4305	0	0.2125	0.3569	0	0.0001	0.9995	0.0004	0.2122	0.2566	0.3252	0.206	0	0	0.3526	0.6474	0	0	1	0																																																																																																																								
motif0085	CSTF2	8	0	0.6467	0	0.3532	0	0	0	1	0	0	1	0	0	0.7137	0	0.2862	0	0	0	1	0	0.4959	0.5041	0	0	0	0	1	0	0	0.9999	0																																																																																																																																
motif0086	CSTF2	10	0	0	0	1	0	0.3682	0.3418	0.29	0	0	0	1	0	0.4057	0.2991	0.2952	0	0	0	1	0	0.5021	0.4975	0.0004	0	0.4103	0.0001	0.5897	0	0	0.0003	0.9996	0	0.3264	0.0553	0.6183	0	0	0.0001	0.9999																																																																																																																								
motif0087	CSTF2	10	0	1	0	0	0.5596	0.4403	0	0	0	0.9999	0.0001	0	0.4249	0.104	0.003	0.4681	0	0.4257	0.5743	0	0.3456	0.2952	0.0001	0.359	0	1	0	0	0.5268	0.4732	0	0	0	1	0	0	0.5478	0.3943	0.0578	0																																																																																																																								
motif0088	CSTF2	8	0	0	1	0	0	0	1	0	0.1822	0.3591	0.4587	0	0.591	0	0	0.409	0	0	1	0	0	0	1	0	0.3631	0	0.6369	0	0	0	1	0																																																																																																																																
motif0089	CSTF2	7	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0																																																																																																																																				
motif0090	CSTF2	8	0	0	0	1	0	0	0	1	0	0	0	1	0.1569	0.2235	0.2222	0.3974	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1																																																																																																																																
motif0091	CSTF2	8	0	1	0	0	0.9999	0.0001	0	0.0001	0	0.2203	0.7796	0	0	1	0	0	0	0.8089	0	0.1911	0.107	0	0	0.893	0.0001	0.6024	0.0001	0.3975	0	0.8251	0.1749	0																																																																																																																																
motif0092	CSTF2	7	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0																																																																																																																																				
motif0093	CSTF2	8	0	0.6928	0	0.3072	0	0	0	1	0	0	0	1	0	0.1533	0.0944	0.7524	0	1	0	0	0	0.1215	0	0.8785	0	0.146	0	0.854	0	1	0	0																																																																																																																																
motif0094	CSTF2	7	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0																																																																																																																																				
motif0095	CSTF2	7	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0																																																																																																																																				
motif0096	CSTF2T	10	0	0	0.3091	0.6909	0	0	0	1	0	0.2691	0.2156	0.5153	0	0	0	1	0	0.5195	0.4805	0	0	0	0	1	0	0.3329	0.2932	0.374	0	0	0	1	0	0.3891	0.4826	0.1282	0	0	0	1																																																																																																																								
motif0097	CSTF2T	8	0	0	0	1	0	0	0	1	0	0	0	1	0	0.4892	0.5108	0	0	0	0	1	0	0	0	1	0	0	0.2593	0.7407	0	0	0	1																																																																																																																																
motif0098	CSTF2T	10	0	0.4972	0	0.5028	0	0.4356	0	0.5644	0	0.456	0	0.544	0	0.9973	0.0007	0.002	0	0.4055	0	0.5945	0	0.331	0.0595	0.6094	0	0.3459	0	0.6541	0	0.9999	0	0.0001	0	1	0	0	0	0.4353	0	0.5647																																																																																																																								
motif0099	CSTF2T	10	0	0	0	1	0	0	0	1	0.2457	0.2096	0.3733	0.1715	0.012	0.4926	0	0.4954	0	0	0	1	0.3492	0	0.6508	0	0	0.3156	0	0.6844	0	0	0	1	0.0013	0.1287	0.3319	0.5382	0	0	0	1																																																																																																																								
motif0100	CSTF2T	10	0	0.999	0.001	0	0.4045	0.1158	0.0001	0.4796	0	0.3629	0.6369	0.0002	0.3262	0.4796	0.1941	0.0001	0.3172	0	0.2364	0.4465	0	0.3601	0.6398	0	0	0.9999	0.0001	0	0	0.0001	0	0.9999	0	0.0001	0.9998	0.0001	0	0.5733	0.4267	0																																																																																																																								
motif0101	CSTF2T	7	0	0	0	1	0	0	0	0.9999	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0.9999	0	0	0	1																																																																																																																																				
motif0102	CSTF2T	8	0.747	0	0.0001	0.2529	0	0	0	1	0.0001	0.0001	0.9996	0.0002	0	0	0	1	0.2891	0.0001	0.7108	0	0	0	0	1	0.1814	0	0.8185	0	0	0	0	1																																																																																																																																
motif0103	CSTF2T	8	0	0.4232	0	0.5768	0	0	0	1	0	0	0	1	0	0.753	0.247	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0.3374	0.6626	0																																																																																																																																
motif0104	CSTF2T	8	0	0	0.9999	0	0	0	0.8528	0.1472	0	0	1	0	0	0.3318	0.6681	0	0.5239	0.0953	0	0.3808	0	0	0.7786	0.2214	0	0	0.9985	0.0015	0	0	1	0																																																																																																																																
motif0105	CSTF2T	8	0	1	0	0	0.263	0.737	0	0	0.2697	0	0	0.7303	0	0	1	0	0	0	0.5037	0.4962	0	1	0	0	0	0	0	1	0	0	0.8078	0.1922																																																																																																																																
motif0106	CSTF2T	8	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0.2869	0	0.713	0	0.2925	0.1705	0.537	0	0	0	1																																																																																																																																
motif0107	CSTF2T	8	0	0	0	1	0	0	0	1	0	0	0	1	0	0.4219	0	0.5781	0	1	0	0	0	0	0	1	0	0	0	1	0	0.3625	0	0.6375																																																																																																																																
motif0108	CSTF2T	8	0.1375	0	0	0.8625	0	0	0	1	0	0	1	0	0	0.5374	0	0.4625	0	0	0	1	0	0	0.3367	0.6633	0	0	0	1	0	0	1	0																																																																																																																																
motif0109	CSTF2T	8	0	0	0	1	0	0	0.2221	0.7779	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0.9999	0.3164	0	0	0.6836																																																																																																																																
motif0110	CSTF2T	8	0	0	0	1	0	0	0.3382	0.6618	0	0.6048	0	0.3952	0	1	0	0	0	0	0	1	0	0.2665	0	0.7335	0.0001	0.9999	0	0	0	0	0	1																																																																																																																																
