motif	RBP	length	site1(A)	site1(C)	site1(G)	site1(U)	site2(A)	site2(C)	site2(G)	site2(U)	site3(A)	site3(C)	site3(G)	site3(U)	site4(A)	site4(C)	site4(G)	site4(U)	site5(A)	site5(C)	site5(G)	site5(U)	site6(A)	site6(C)	site6(G)	site6(U)	site7(A)	site7(C)	site7(G)	site7(U)	site8(A)	site8(C)	site8(G)	site8(U)	site9(A)	site9(C)	site9(G)	site9(U)	site10(A)	site10(C)	site10(G)	site10(U)	site11(A)	site11(C)	site11(G)	site11(U)	site12(A)	site12(C)	site12(G)	site12(U)	site13(A)	site13(C)	site13(G)	site13(U)	site14(A)	site14(C)	site14(G)	site14(U)	site15(A)	site15(C)	site15(G)	site15(U)	site16(A)	site16(C)	site16(G)	site16(U)	site17(A)	site17(C)	site17(G)	site17(U)	site18(A)	site18(C)	site18(G)	site18(U)	site19(A)	site19(C)	site19(G)	site19(U)	site20(A)	site20(C)	site20(G)	site20(U)	site21(A)	site21(C)	site21(G)	site21(U)	site22(A)	site22(C)	site22(G)	site22(U)	site23(A)	site23(C)	site23(G)	site23(U)	site24(A)	site24(C)	site24(G)	site24(U)	site25(A)	site25(C)	site25(G)	site25(U)	site26(A)	site26(C)	site26(G)	site26(U)	site27(A)	site27(C)	site27(G)	site27(U)	site28(A)	site28(C)	site28(G)	site28(U)	site29(A)	site29(C)	site29(G)	site29(U)	site30(A)	site30(C)	site30(G)	site30(U)	site31(A)	site31(C)	site31(G)	site31(U)	site32(A)	site32(C)	site32(G)	site32(U)	site33(A)	site33(C)	site33(G)	site33(U)	site34(A)	site34(C)	site34(G)	site34(U)	site35(A)	site35(C)	site35(G)	site35(U)	site36(A)	site36(C)	site36(G)	site36(U)	site37(A)	site37(C)	site37(G)	site37(U)	site38(A)	site38(C)	site38(G)	site38(U)	site39(A)	site39(C)	site39(G)	site39(U)	site40(A)	site40(C)	site40(G)	site40(U)
motif0367	HNRNPA1	10	0.0135	0.9745	0.0107	0.0012	0.1977	0.1123	0.0008	0.6892	0.3092	0.0005	0.5197	0.1706	0.0029	0.0119	0.9843	0.0009	0.4228	0.3126	0.239	0.0255	0.0502	0.8934	0.0543	0.002	0.0956	0.0163	0.0006	0.8876	0.3225	0.0003	0.6342	0.0431	0.0024	0.0022	0.984	0.0115	0.8537	0.0513	0.0666	0.0283																																																																																																																								
motif0368	HNRNPA1	10	0.0132	0.967	0.0185	0.0012	0.1922	0.1035	0.0011	0.7032	0.2871	0.0006	0.5561	0.1562	0.0152	0.028	0.9559	0.0009	0.4773	0.3125	0.1845	0.0257	0.0365	0.8965	0.0549	0.0121	0.0631	0.0384	0.0006	0.8978	0.3213	0.0003	0.6483	0.0302	0.014	0.0181	0.9555	0.0123	0.8836	0.0364	0.06	0.02																																																																																																																								
motif0369	HNRNPA1	8	0.9998	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.9998	0.0001	0.0001	0.0001	0.9998	0.0001	0.0001	0.0001	0.9998	0.9998	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.9998	0.0001	0.0001	0.0001	0.9998	0.0001	0.0001	0.0001	0.9998																																																																																																																																
motif0370	HNRNPA1	8	0.6155	0.0229	0.2574	0.1043	0.0109	0.001	0.9845	0.0037	0.0647	0.001	0.9307	0.0036	0.0227	0.2422	0.7307	0.0045	0.0766	0.8923	0.0296	0.0015	0.636	0.0167	0.0253	0.3219	0.0012	0.0009	0.9964	0.0014	0.0082	0.0549	0.9351	0.0018																																																																																																																																
motif0371	HNRNPA1	8	0.0001	0.9998	0.0001	0.0001	0.0001	0.0001	0.9998	0.0001	0.2588	0.1993	0.1562	0.3857	0.6631	0.0012	0.3357	0.0001	0.0001	0.0001	0.9998	0.0001	0.0001	0.0001	0.9998	0.0001	0.0085	0.0676	0.0721	0.8518	0.0001	0.9998	0.0001	0.0001																																																																																																																																
motif0372	HNRNPA1	7	0.0001	0.0001	0.9998	0.0001	0.0001	0.0001	0.0001	0.9998	0.0001	0.0001	0.0001	0.9998	0.0001	0.0001	0.0001	0.9998	0.9998	0.0001	0.0001	0.0001	0.0001	0.0001	0.9998	0.0001	0.9998	0.0001	0.0001	0.0001																																																																																																																																				
motif0373	HNRNPA1	10	0.0054	0.0189	0.0021	0.9736	0.0191	0.118	0.4108	0.452	0.8416	0.0011	0.1348	0.0225	0.0985	0.0022	0.8957	0.0035	0.7831	0.118	0.0193	0.0797	0.007	0.0016	0.1187	0.8727	0.0201	0.2531	0.2417	0.4851	0.9211	0.0004	0.0207	0.0578	0.0318	0.0834	0.8774	0.0074	0.9956	0.0022	0.0016	0.0006																																																																																																																								
motif0374	HNRNPA1	7	0.7544	0.0004	0.0811	0.1641	0.0013	0.0002	0.9983	0.0002	0.0008	0.0002	0.9978	0.0012	0.0011	0.0012	0.9971	0.0006	0.6199	0.1673	0.209	0.0039	0.0007	0.9984	0.0006	0.0003	0.0055	0.0012	0.0002	0.9931																																																																																																																																				
motif0375	HNRNPA1	10	0.0044	0.2138	0.7813	0.0005	0.7075	0.0027	0.2267	0.063	0.0022	0.0039	0.9933	0.0006	0.1872	0.0034	0.2631	0.5462	0.0008	0.0004	0.9983	0.0005	0.0016	0.2187	0.7789	0.0007	0.1389	0.0052	0.1477	0.7082	0.0003	0.0007	0.9983	0.0006	0.2125	0.1692	0.5158	0.1025	0.0685	0.0741	0.7892	0.0682																																																																																																																								
motif0376	HNRNPA1	7	0.0001	0.0001	0.9998	0.0001	0.9998	0.0001	0.0001	0.0001	0.0001	0.0001	0.9998	0.0001	0.0001	0.0001	0.9998	0.0001	0.9998	0.0001	0.0001	0.0001	0.9998	0.0001	0.0001	0.0001	0.0001	0.0001	0.9998	0.0001																																																																																																																																				
motif0377	HNRNPA1	10	0.087	0.5719	0.3323	0.0089	0.9141	0.0763	0.0025	0.0072	0.5225	0.1535	0.3191	0.0049	0.8054	0.0006	0.1845	0.0095	0.0003	0.0541	0.9402	0.0055	0.9297	0.0006	0.0606	0.0091	0.0915	0.0006	0.9026	0.0053	0.1286	0.0104	0.8595	0.0016	0.8612	0.0396	0.098	0.0011	0.708	0.022	0.2618	0.0082																																																																																																																								
motif0378	HNRNPA1	7	0.0021	0.0006	0.0021	0.9951	0.0001	0.0001	0.0001	0.9998	0.9998	0.0001	0.0001	0.0001	0.0001	0.0001	0.9998	0.0001	0.0001	0.0001	0.9998	0.0001	0.0001	0.0001	0.999	0.0008	0.9968	0.0008	0.0008	0.0016																																																																																																																																				
motif0379	HNRNPA1	7	0.0021	0.0006	0.0021	0.9951	0.0001	0.0001	0.0001	0.9998	0.9998	0.0001	0.0001	0.0001	0.0001	0.0001	0.9998	0.0001	0.0001	0.0001	0.9998	0.0001	0.0001	0.0001	0.999	0.0008	0.9968	0.0008	0.0008	0.0016																																																																																																																																				
motif0380	HNRNPA1	7	0.0021	0.0006	0.0021	0.9951	0.0001	0.0001	0.0001	0.9998	0.9998	0.0001	0.0001	0.0001	0.0001	0.0001	0.9998	0.0001	0.0001	0.0001	0.9998	0.0001	0.0001	0.0001	0.999	0.0008	0.9968	0.0008	0.0008	0.0016																																																																																																																																				
motif0381	HNRNPA1	8	0.0011	0	0.3137	0.6851	0.0448	0	0.3958	0.5595	0.0014	0.9978	0	0.0008	0.0025	0	0	0.9975	0	0	1	0	1	0	0	0	0.4123	0	0.5854	0.0023	0.0001	0	0.9998	0.0001																																																																																																																																
motif0382	HNRNPA1	10	0.3495	0.0006	0.6499	0	0	0.0003	0.9996	0	0.582	0.0001	0.3631	0.0548	0.4378	0	0.4743	0.0879	0.0006	0.0003	0.9059	0.0932	0.5402	0	0.2399	0.2199	0	0.0008	0.9992	0	0.3034	0	0.696	0.0006	0.5761	0.0058	0.3334	0.0847	0.0005	0	0.9995	0																																																																																																																								
motif0383	HNRNPA1	8	0	0.145	0.0014	0.8535	1	0	0	0	0	0	1	0	0.2082	0	0.5146	0.2772	0.013	0.0002	0.0103	0.9766	0.0075	0.2118	0.0056	0.775	1	0	0	0	0	0	1	0																																																																																																																																
motif0384	HNRNPA1	10	0	0.1866	0.3186	0.4947	0.0007	0.7985	0.2002	0.0006	0	0.9993	0.0003	0.0003	0.0703	0.9286	0.0008	0.0003	0.0002	0.5205	0.0004	0.4789	0.21	0	0.2511	0.5389	0.0472	0.5506	0.1333	0.269	0.0001	0.7076	0.0562	0.2361	0.0004	0.9985	0.0011	0	0	0.9999	0	0																																																																																																																								
motif0385	HNRNPA1	8	0.9995	0	0	0.0005	0	0	0.9986	0.0014	0.0019	0	0.0008	0.9973	0.1896	0	0.2611	0.5493	0.0007	0.7118	0	0.2875	0.9991	0	0	0.0009	0	0	1	0	0.0005	0	0	0.9995																																																																																																																																
motif0386	HNRNPA1	8	0.9995	0	0	0.0005	0	0	0.9986	0.0014	0.0019	0	0.0008	0.9973	0.1896	0	0.2611	0.5493	0.0007	0.7118	0	0.2875	0.9991	0	0	0.0009	0	0	1	0	0.0005	0	0	0.9995																																																																																																																																
motif0387	HNRNPA1	8	0	0	0.9995	0.0005	0	0.0001	0.9992	0.0007	0.1767	0.3332	0.2954	0.1947	0.0005	0.6297	0.0011	0.3687	0.0006	0.831	0	0.1684	0	0.0001	0.0005	0.9994	0	0	1	0	0.0005	0	0.9986	0.0008																																																																																																																																
motif0388	HNRNPA1	8	0.5405	0	0	0.4595	0	0	1	0	0.3879	0.0001	0.6055	0.0066	0.9977	0	0	0.0023	0.0001	0	0.9998	0.0001	0.7633	0.2349	0.001	0.0008	0.9988	0	0	0.0012	0.0001	0	0.9999	0																																																																																																																																
motif0389	HNRNPA1	8	0.6684	0	0.3307	0.0009	0.0042	0	0.9947	0.0012	0.5097	0	0.4899	0.0004	0.0003	0	0.9997	0	0.9988	0	0	0.0012	0.5306	0.4692	0	0.0002	1	0	0	0	0	0	0.9997	0.0003																																																																																																																																
motif0390	HNRNPA1	8	0.0002	0.4716	0.5265	0.0017	0.9988	0	0	0.0013	0	0	1	0	0.0001	0	0.9986	0.0013	0	0	0.7021	0.2979	0.5123	0.4856	0.0005	0.0016	0.9995	0	0	0.0005	0	0	1	0																																																																																																																																
motif0391	HNRNPA1	10	0.5468	0	0	0.4532	0.0007	0	0.4077	0.5915	0.0067	0	0	0.9933	0.0131	0	0.0013	0.9856	0.4359	0	0	0.5641	0.6398	0	0.3593	0.0009	0.0007	0	0	0.9993	0.0011	0	0.1909	0.808	0.0027	0	0	0.9973	0.2844	0	0	0.7156																																																																																																																								
motif0392	HNRNPA1	8	0.9869	0.0047	0	0.0084	0	0	1	0	0.4581	0.3116	0.1571	0.0733	0.9463	0	0	0.0537	0	0	1	0	0.2848	0.7072	0.0014	0.0066	0.9903	0.0004	0	0.0092	0	0	1	0																																																																																																																																
motif0393	HNRNPA1	8	0.6455	0.0002	0.2689	0.0855	0.1147	0	0.8852	0.0001	0.2158	0	0.7837	0.0005	0.0005	0	0.9994	0	0.9988	0	0	0.0012	0.3728	0.6272	0	0	0.9998	0	0.0002	0	0	0	0.9991	0.0009																																																																																																																																
motif0394	HNRNPA1	8	0.2048	0	0.7064	0.0888	0	0	1	0	0.0006	0.3907	0.5238	0.0849	0	0	0.0002	0.9998	0	0	0.9986	0.0014	0	0.0009	0.8549	0.1441	0.0001	0	0.8613	0.1386	0.0001	0	0.9999	0																																																																																																																																
motif0395	HNRNPA1	8	0.9988	0	0	0.0013	0	0	1	0	0.0013	0	0.7382	0.2605	0	0	0.9983	0.0017	0.9961	0.0015	0	0.0023	0.9978	0	0.0001	0.0021	0	0	0.7165	0.2835	0	0	0.5778	0.4222																																																																																																																																
motif0396	HNRNPA1	8	0.9927	0	0	0.0073	0	0	1	0	0.5688	0.003	0.3453	0.0829	0.8337	0	0	0.1663	0	0	1	0	0.6895	0.3061	0.0021	0.0024	0.9934	0	0	0.0066	0	0	1	0																																																																																																																																
motif0397	HNRNPA1	8	0.9992	0	0.0005	0.0003	0.2072	0	0.7923	0.0004	0.234	0	0.7648	0.0013	0.3002	0	0.6998	0	0.9997	0	0	0.0003	0.8087	0.191	0	0.0002	1	0	0	0	0	0	0.9986	0.0014																																																																																																																																
motif0398	HNRNPA1	8	0.3449	0	0.4782	0.1769	0	0	0.9999	0.0001	0.0008	0.4714	0.5237	0.0042	0	0	0	1	0	0	0.9991	0.0009	0	0.0005	0.9975	0.002	0.0006	0	0.7189	0.2804	0.0014	0	0.9986	0																																																																																																																																
motif0399	HNRNPA1	8	0.994	0.0012	0	0.0049	0	0	1	0	0.4144	0.366	0.1549	0.0647	0.9733	0	0	0.0267	0	0	1	0	0.3125	0.6815	0.0041	0.0019	0.993	0.0005	0	0.0065	0	0	1	0																																																																																																																																
motif0400	HNRNPA1	8	0.9998	0	0.0001	0.0001	0.5557	0	0.4435	0.0008	0.0035	0	0.9959	0.0006	0.5576	0	0.4424	0	1	0	0	0	0.9986	0.0009	0	0.0005	1	0	0	0	0.0024	0	0.9951	0.0025																																																																																																																																
motif0401	HNRNPA1	8	0.3449	0	0.4782	0.1769	0	0	0.9999	0.0001	0.0008	0.4714	0.5237	0.0042	0	0	0	1	0	0	0.9991	0.0009	0	0.0005	0.9975	0.002	0.0006	0	0.7189	0.2804	0.0014	0	0.9986	0																																																																																																																																
motif0402	HNRNPA1	8	0.994	0.0012	0	0.0049	0	0	1	0	0.4144	0.366	0.1549	0.0647	0.9733	0	0	0.0267	0	0	1	0	0.3125	0.6815	0.0041	0.0019	0.993	0.0005	0	0.0065	0	0	1	0																																																																																																																																
motif0403	HNRNPA1	8	0.9998	0	0.0001	0.0001	0.5557	0	0.4435	0.0008	0.0035	0	0.9959	0.0006	0.5576	0	0.4424	0	1	0	0	0	0.9986	0.0009	0	0.0005	1	0	0	0	0.0024	0	0.9951	0.0025																																																																																																																																
motif0404	HNRNPA2B1	10	0.0132	0.9668	0.0189	0.0011	0.1895	0.1033	0.0011	0.7061	0.2825	0.0006	0.5631	0.1538	0.0151	0.0282	0.9558	0.0009	0.4744	0.3071	0.1926	0.0259	0.0476	0.8812	0.0586	0.0126	0.0648	0.0237	0.0006	0.9108	0.3058	0.0003	0.6644	0.0296	0.014	0.0162	0.9539	0.0158	0.885	0.0351	0.055	0.0249																																																																																																																								
motif0405	HNRNPA2B1	7	0.0023	0.0008	0.9945	0.0024	0.0005	0.0005	0.0005	0.9986	0.9997	0.0001	0.0001	0.0001	0.0001	0.0001	0.9997	0.0001	0.0001	0.0001	0.9997	0.0001	0.0001	0.0001	0.9997	0.0001	0.9973	0.0006	0.0006	0.0014																																																																																																																																				
motif0406	HNRNPA2B1	7	0.0023	0.0008	0.9945	0.0024	0.0005	0.0005	0.0005	0.9986	0.9997	0.0001	0.0001	0.0001	0.0001	0.0001	0.9997	0.0001	0.0001	0.0001	0.9997	0.0001	0.0001	0.0001	0.9997	0.0001	0.9973	0.0006	0.0006	0.0014																																																																																																																																				
motif0407	HNRNPA2B1	7	0.0023	0.0008	0.9945	0.0024	0.0005	0.0005	0.0005	0.9986	0.9997	0.0001	0.0001	0.0001	0.0001	0.0001	0.9997	0.0001	0.0001	0.0001	0.9997	0.0001	0.0001	0.0001	0.9997	0.0001	0.9973	0.0006	0.0006	0.0014																																																																																																																																				
motif0408	HNRNPA2B1	8	0	0.4338	0	0.5662	0.0016	0.9955	0	0.003	0	0	0	1	0.0005	0.0024	0.9956	0.0015	0.0008	0.5143	0.0003	0.4846	0	0.9975	0.0002	0.0023	0.0008	0.0016	0	0.9976	0	0.5708	0.4291	0.0001																																																																																																																																
motif0409	HNRNPA2B1	10	0	0.5342	0.4658	0	0.133	0.46	0.3866	0.0204	0.0012	0.002	0.9902	0.0065	0.0052	0.6865	0.3074	0.001	0.0008	0.9696	0.0047	0.0248	0	0.5016	0.4654	0.033	0.0002	0.4994	0.4351	0.0653	0.0007	0.2874	0.6776	0.0343	0	0.2766	0.7234	0	0.0021	0.8194	0.1772	0.0012																																																																																																																								
motif0410	HNRNPA2B1	9	0.4887	0.0006	0.0001	0.5105	0.0793	0	0.9202	0.0006	0.1875	0	0.7924	0.0202	0.5477	0	0.4513	0.001	0.3381	0.0002	0.6566	0.0051	0.4308	0.4066	0.1626	0	0	0	0	1	0.0011	0	0.9989	0	0.0712	0	0.9288	0																																																																																																																												
motif0411	HNRNPA2B1	8	0.0004	0.9995	0.0001	0	0.0018	0	0.0003	0.9979	0	0.0008	0.4626	0.5366	0.0004	0.6392	0	0.3604	0.0025	0.6397	0	0.3578	0.0014	0.9986	0	0	0.9975	0	0	0.0025	0	0	1	0																																																																																																																																
motif0412	HNRNPA2B1	8	0	0.9991	0.0006	0.0003	0.0022	0	0.0003	0.9976	0	0	0.5941	0.4059	0.0002	0.5481	0	0.4517	0.0087	0.0013	0	0.99	0.0001	0.9983	0	0.0016	0.667	0	0	0.333	0	0	0.9998	0.0002																																																																																																																																
motif0413	HNRNPA2B1	7	0.0023	0	0	0.9977	0.0005	0	0.9995	0	0.0001	0.9977	0.0021	0.0002	1	0	0	0	0.0001	0.0002	0.7774	0.2222	0.0006	0	0.0005	0.9989	0.0003	0	0.1854	0.8143																																																																																																																																				
motif0414	HNRNPA2B1	8	0.0001	0	0.5755	0.4244	0.001	0	0.999	0.0001	0.6326	0	0.0007	0.3667	0.0016	0	0.9219	0.0765	0.0016	0	0.9964	0.0021	0.0001	0.9993	0.0007	0	0.5565	0	0	0.4435	0	0	1	0																																																																																																																																
motif0415	HNRNPA2B1	8	0	0.9966	0	0.0034	0.0007	0.5861	0	0.4133	0	0.0013	0	0.9987	0.0002	0.5969	0.0011	0.4018	0	0.5548	0	0.4452	0	0.9977	0	0.0023	0.0004	0.002	0	0.9976	0	1	0	0																																																																																																																																
motif0416	HNRNPA2B1	8	0.0779	0	0.9202	0.002	0.0018	0.9962	0	0.002	0.4582	0	0	0.5418	0	0	1	0	0.0015	0.5256	0.4724	0.0005	0.9999	0	0	0.0001	0.0002	0	0.9996	0.0002	0.0005	0	0.651	0.3485																																																																																																																																
motif0417	HNRNPA2B1	8	0.504	0	0.0008	0.4952	0.0001	0	0.9999	0	0.0011	0	0.9989	0	0.9976	0.0005	0.0014	0.0006	0.9999	0.0001	0	0	0.0016	0	0.6838	0.3146	0.0027	0	0.9973	0	0.6966	0	0.3034	0																																																																																																																																
motif0418	HNRNPA2B1	8	0	0.9966	0	0.0034	0.0007	0.5861	0	0.4133	0	0.0013	0	0.9987	0.0002	0.5969	0.0011	0.4018	0	0.5548	0	0.4452	0	0.9977	0	0.0023	0.0004	0.002	0	0.9976	0	1	0	0																																																																																																																																
motif0419	HNRNPA2B1	8	0.0779	0	0.9202	0.002	0.0018	0.9962	0	0.002	0.4582	0	0	0.5418	0	0	1	0	0.0015	0.5256	0.4724	0.0005	0.9999	0	0	0.0001	0.0002	0	0.9996	0.0002	0.0005	0	0.651	0.3485																																																																																																																																
motif0420	HNRNPA2B1	8	0.504	0	0.0008	0.4952	0.0001	0	0.9999	0	0.0011	0	0.9989	0	0.9976	0.0005	0.0014	0.0006	0.9999	0.0001	0	0	0.0016	0	0.6838	0.3146	0.0027	0	0.9973	0	0.6966	0	0.3034	0																																																																																																																																
motif0421	HNRNPC	8	0.0005	0	0.0001	0.9994	0.0005	0.0002	0	0.9993	0	0.0011	0	0.9989	0.0007	0.5871	0.4122	0	0	0	0	1	0.0003	0.001	0	0.9986	0	0.0002	0	0.9998	0	0.3354	0.0076	0.657																																																																																																																																
motif0422	HNRNPC	10	0.0001	0	0	0.9999	0.3636	0	0	0.6364	0.3361	0.178	0.1344	0.3515	0	0	0	1	0.1912	0.1253	0.1997	0.4838	0	0	0	1	0.9931	0	0	0.0069	0	0.0989	0	0.9011	0.1199	0	0	0.8801	0	0	0	1																																																																																																																								
motif0423	HNRNPC	9	0.0303	0.7936	0.0262	0.1499	0.0286	0.9395	0.0109	0.0209	0.7379	0.001	0.0322	0.2289	0.0215	0.0178	0.9431	0.0175	0.023	0.4044	0.5619	0.0107	0.0499	0.8746	0.0553	0.0203	0.1536	0	0.0104	0.836	0.0154	0	0.9595	0.0251	0.0632	0.1329	0.7614	0.0424																																																																																																																												
motif0424	HNRNPC	10	0.0479	0	0.952	0	0.8345	0	0.1636	0.0019	0.0013	0.0001	0.9986	0	0.3803	0	0.5998	0.0199	0.3021	0.5897	0.0027	0.1055	0.6834	0	0.2537	0.0629	0.047	0.0015	0.9511	0.0003	0.5682	0.0008	0.4035	0.0276	0.1379	0.0196	0.8409	0.0016	0	0.0969	0.6019	0.3012																																																																																																																								
motif0425	HNRNPC	10	0	0.5977	0	0.4023	0	0.6661	0	0.3339	0.7319	0.0001	0.2675	0.0006	0	0.9997	0	0.0003	0.0002	0.4678	0	0.5321	0.2233	0.5503	0.2261	0.0003	0	0.002	0	0.998	0.0003	0.0001	0.9997	0	0	0.6341	0	0.3659	0	0.5246	0.0001	0.4752																																																																																																																								
motif0426	HNRNPC	10	0.5791	0	0.4209	0	0.0923	0.0556	0.8254	0.0267	0.2471	0.0126	0.4479	0.2923	0.0856	0	0.8715	0.0429	0	0.8677	0.0944	0.0379	0.835	0.0005	0.0206	0.1439	0.0742	0	0.9256	0.0002	0	0.0245	0.4406	0.5349	0	0.0002	0.9998	0	0.1176	0.0578	0.787	0.0375																																																																																																																								
motif0427	HNRNPC	10	0.1466	0.0002	0.8002	0.0531	0.189	0.0005	0.8101	0.0004	0.5566	0.0277	0.4145	0.0012	0.089	0.4856	0.0789	0.3464	0.0021	0.5083	0	0.4895	0.3133	0.399	0.069	0.2187	0	0.9956	0	0.0044	0.9983	0	0.0004	0.0013	0	0.0001	0.9999	0	0.1905	0.0016	0.8059	0.002																																																																																																																								
motif0428	HNRNPC	8	0	0.6893	0.3106	0.0001	0.0016	0.9943	0.0034	0.0007	0.5016	0.084	0.0008	0.4136	0	0.0009	0.9991	0	0	0.467	0.533	0	0.0004	0.998	0.0016	0	0.0001	0.0017	0.0315	0.9667	0	0.0012	0.9988	0																																																																																																																																
motif0429	HNRNPC	8	0	0	1	0	0	1	0	0	0.4386	0	0.0002	0.5611	0	0	1	0	0.0001	0.0002	0.6274	0.3722	0.0015	0	0.9985	0	0.1702	0	0.8298	0	0	0.6191	0	0.3809																																																																																																																																
motif0430	HNRNPC	8	0.0001	0	0.9992	0.0006	0.0007	0.0009	0.9978	0.0006	0.8535	0.0006	0.1458	0.0001	0.0003	0	0.9997	0	0	0	0.4962	0.5038	0.0008	0	0.9992	0	0.0003	0.2905	0.7084	0.0007	0.7598	0.0001	0.2401	0																																																																																																																																
motif0431	HNRNPC	10	0	0	0	1	0.4306	0	0	0.5694	0.4379	0	0	0.5621	0.4652	0	0	0.5348	0.434	0	0	0.566	0.5102	0.25	0.2312	0.0087	0	0	0	1	0	0	0	1	0.0001	0	0	0.9999	0	0	0	1																																																																																																																								
motif0432	HNRNPC	14	0.0839	0.723	0.1416	0.0515	0.0432	0.8877	0.0301	0.039	0.7785	0.0321	0.064	0.1254	0.0291	0.0684	0.8528	0.0497	0.0387	0.7429	0.177	0.0413	0.0896	0.7857	0.0361	0.0886	0.1641	0.1357	0.0962	0.604	0.0633	0.0646	0.7907	0.0814	0.1017	0.0526	0.7632	0.0825	0.0928	0.2428	0.5546	0.1097	0.0954	0.5568	0.242	0.1057	0.2985	0.1425	0.2649	0.2941	0.3701	0.2171	0.347	0.0657	0.1142	0.6092	0.2286	0.0481																																																																																																								
motif0433	HNRNPC	8	0.0024	0	0.9976	0	0	0.3805	0.3506	0.2689	0.2501	0.0001	0.2733	0.4764	0	0.9994	0	0.0006	0.9994	0	0.0006	0	0.0045	0.3603	0.6351	0	0	0.0002	0	0.9998	0.0003	0	0.9997	0																																																																																																																																
motif0434	HNRNPC	10	0.0037	0	0.9963	0	0.4337	0	0.5436	0.0227	0	0.6475	0.204	0.1485	0.7851	0.0001	0.1801	0.0346	0.0243	0.0134	0.962	0.0002	0.4353	0	0.544	0.0207	0.1167	0	0.8832	0	0	0.3821	0	0.6179	0	0.6616	0.0109	0.3275	0.0031	0.2226	0.0001	0.7743																																																																																																																								
motif0435	HNRNPC	8	0	0	0	1	0.0017	0	0.0001	0.9982	0.0009	0.0001	0	0.999	0.0006	0.0005	0.1409	0.858	0.0003	0.5983	0.3943	0.0072	0.2837	0	0	0.7163	0.0002	0	0	0.9998	0.0001	0	0.0001	0.9998																																																																																																																																
motif0436	HNRNPC	9	0	0.4289	0.0086	0.5625	0.1741	0.28	0.1533	0.3926	0	0.9999	0	0.0001	0.0001	0.0017	0.0005	0.9977	0.0035	0.8203	0.1761	0.0001	0	0.0003	0	0.9997	0	0.0021	0.9979	0	0.0001	0	0	0.9999	0.1403	0.5612	0	0.2985																																																																																																																												
motif0437	HNRNPC	10	0	0.6705	0.0459	0.2836	0	0.9306	0.0001	0.0693	0.0001	0.2968	0.0189	0.6841	0	0.9295	0	0.0704	0.2905	0.1669	0.0783	0.4643	0.2369	0.0929	0.6703	0	0.1063	0.7995	0.094	0.0002	0	0.9996	0	0.0003	0.0001	0.2927	0	0.7071	0.0001	0.9032	0.0707	0.026																																																																																																																								
motif0438	HNRNPC	8	0.5321	0	0.4678	0.0001	0	0.0616	0	0.9384	0.0009	0.0008	0.9983	0	1	0	0	0	0	0	0	1	0	1	0	0	0.0009	0.0002	0	0.9989	0	0.4524	0.0001	0.5475																																																																																																																																
motif0439	HNRNPC	10	0	0	0.9007	0.0993	0.178	0.0412	0.6592	0.1216	0.3028	0.0884	0.4547	0.1541	0.2233	0.0001	0.589	0.1876	0.0002	0.0024	0.9672	0.0302	0	0.4023	0.5972	0.0005	0.5393	0.0002	0.0335	0.427	0.0001	0	0.9995	0.0004	0.1462	0	0.801	0.0528	0.0007	0.0036	0.9957	0																																																																																																																								
motif0440	HNRNPC	8	0	0.0003	0	0.9997	0.0003	0.0002	0.9996	0	0	0	0	1	0	0.5278	0	0.4722	0.7425	0.0002	0.2572	0.0002	0	0.9997	0	0.0003	0	0.9996	0	0.0004	0.0008	0.5249	0	0.4743																																																																																																																																
motif0441	HNRNPC	8	0	0	0	1	0.2112	0	0.0002	0.7886	0.0006	0.0001	0	0.9993	0.0009	0	0.9931	0.006	0.0001	0.0009	0	0.999	0.0004	0	0.0002	0.9994	0.0002	0.0001	0	0.9997	0.0003	0.0003	0.0008	0.9986																																																																																																																																
motif0442	HNRNPC	10	0	0	0	1	0.0007	0.997	0	0.0023	0.0114	0.4595	0.0007	0.5285	0	0.3473	0	0.6527	0.0006	0.3529	0.0004	0.6461	0	0.9967	0	0.0033	0	0.4359	0	0.5641	0.0024	0.4173	0.0007	0.5796	0	0.4339	0.0006	0.5655	0	0.5454	0	0.4546																																																																																																																								
motif0443	HNRNPC	10	0	0	0	1	0	0	0	1	0	0	0	1	0.3412	0.2672	0.1876	0.204	0.5123	0	0	0.4877	0.4646	0.0031	0.2784	0.2538	0	0	0	1	0.4941	0	0	0.5059	0	0	0	1	0	0	0	1																																																																																																																								
motif0444	HNRNPC	10	0.0504	0.018	0.9296	0.0021	0.8016	0.0004	0.198	0.0001	0.0099	0.0084	0.9816	0	0.5969	0	0.3552	0.0479	0.087	0.5614	0.0285	0.3231	0.643	0.001	0.3385	0.0175	0.0395	0.0046	0.9528	0.0031	0.5011	0.0017	0.4846	0.0126	0.0752	0.0002	0.9243	0.0002	0	0.1363	0.2861	0.5776																																																																																																																								
motif0445	HNRNPC	10	0	0.8111	0.0349	0.154	0.0002	0.1015	0	0.8982	0.0144	0.3539	0.2247	0.407	0.1944	0.1763	0.1509	0.4784	0	0.9764	0	0.0236	0.0096	0.0271	0	0.9633	0.0078	0.6825	0.2488	0.0609	0	0	0	0.9999	0.001	0.3009	0.6886	0.0094	0	0.0001	0.0541	0.9458																																																																																																																								
