motif	RBP	length	site1(A)	site1(C)	site1(G)	site1(U)	site2(A)	site2(C)	site2(G)	site2(U)	site3(A)	site3(C)	site3(G)	site3(U)	site4(A)	site4(C)	site4(G)	site4(U)	site5(A)	site5(C)	site5(G)	site5(U)	site6(A)	site6(C)	site6(G)	site6(U)	site7(A)	site7(C)	site7(G)	site7(U)	site8(A)	site8(C)	site8(G)	site8(U)	site9(A)	site9(C)	site9(G)	site9(U)	site10(A)	site10(C)	site10(G)	site10(U)	site11(A)	site11(C)	site11(G)	site11(U)	site12(A)	site12(C)	site12(G)	site12(U)	site13(A)	site13(C)	site13(G)	site13(U)	site14(A)	site14(C)	site14(G)	site14(U)	site15(A)	site15(C)	site15(G)	site15(U)	site16(A)	site16(C)	site16(G)	site16(U)	site17(A)	site17(C)	site17(G)	site17(U)	site18(A)	site18(C)	site18(G)	site18(U)	site19(A)	site19(C)	site19(G)	site19(U)	site20(A)	site20(C)	site20(G)	site20(U)	site21(A)	site21(C)	site21(G)	site21(U)	site22(A)	site22(C)	site22(G)	site22(U)	site23(A)	site23(C)	site23(G)	site23(U)	site24(A)	site24(C)	site24(G)	site24(U)	site25(A)	site25(C)	site25(G)	site25(U)	site26(A)	site26(C)	site26(G)	site26(U)	site27(A)	site27(C)	site27(G)	site27(U)	site28(A)	site28(C)	site28(G)	site28(U)	site29(A)	site29(C)	site29(G)	site29(U)	site30(A)	site30(C)	site30(G)	site30(U)	site31(A)	site31(C)	site31(G)	site31(U)	site32(A)	site32(C)	site32(G)	site32(U)	site33(A)	site33(C)	site33(G)	site33(U)	site34(A)	site34(C)	site34(G)	site34(U)	site35(A)	site35(C)	site35(G)	site35(U)	site36(A)	site36(C)	site36(G)	site36(U)	site37(A)	site37(C)	site37(G)	site37(U)	site38(A)	site38(C)	site38(G)	site38(U)	site39(A)	site39(C)	site39(G)	site39(U)	site40(A)	site40(C)	site40(G)	site40(U)
motif0011	ATXN2	10	0	0	0	1	0	0	0.6487	0.3513	0	0	0	1	0.1871	0	0.5329	0.2799	0	0	0	1	0.2756	0.0001	0.5011	0.2232	0	0	0	1	0.1636	0	0.3774	0.459	0	0	0	1	0.0001	0	0.3905	0.6094																																																																																																																								
motif0012	ATXN2	8	0	0.9997	0	0.0003	0	0.9997	0	0.0003	0	0.2696	0	0.7304	0	0.8866	0	0.1134	0	0.2262	0	0.7738	0	0.5341	0	0.4659	0	0.9997	0	0.0003	0	0.8612	0	0.1388																																																																																																																																
motif0013	ATXN2	10	0	0.287	0.713	0	0	0.9053	0.0947	0	0.1201	0.2442	0.0686	0.5671	0	0.0002	0.9998	0	0.027	0.571	0.3291	0.0729	0.0001	0.2282	0.3184	0.4533	0	0.269	0.7305	0.0005	0	0.9992	0.0007	0	0	0.2443	0.0003	0.7553	0	0.1465	0.8535	0																																																																																																																								
motif0014	ATXN2	10	0.0001	0.0004	0.9995	0	0.4321	0	0.4527	0.1152	0.0001	0	0.9999	0	0.0001	0.4112	0.5887	0	0.6423	0	0.0001	0.3576	0	0.0002	0.9998	0	0.2384	0	0.761	0.0006	0.4918	0	0.438	0.0702	0.3383	0	0.6385	0.0231	0.3071	0.1347	0.5582	0																																																																																																																								
motif0015	ATXN2	8	0	0.6491	0.3505	0.0004	0.0005	0	0	0.9995	0	0	0.5404	0.4596	0.0004	0.4289	0.5707	0	0.0006	0.9994	0	0	0	0	0	1	0	0	0.9999	0.0001	0	0	0	0.9999																																																																																																																																
motif0016	ATXN2	8	0.0009	0.9915	0.0033	0.0043	0.0727	0	0	0.9273	0	0	0.3928	0.6072	0.0029	0.3095	0.2297	0.4579	0.003	0.9969	0.0001	0	0	0	0	1	0	0	1	0	0	0	0	1																																																																																																																																
motif0017	ATXN2	8	0.0001	0.7065	0	0.2933	0.243	0.7569	0	0.0001	0	0.9997	0.0002	0.0001	0	1	0	0	0.3693	0	0	0.6307	0	0.6037	0.3962	0.0002	0	0.9997	0.0002	0.0001	0.0004	0.9991	0.0005	0																																																																																																																																
motif0018	ATXN2	8	0	0.9995	0	0.0005	0	0.9999	0	0.0001	0	0.3498	0	0.6502	0.0001	0.1341	0.2936	0.5723	0	0.9248	0	0.0752	0	0.9995	0	0.0005	0	0.5356	0	0.4644	0	0.9999	0	0.0001																																																																																																																																
motif0019	ATXN2	8	0.0004	0	0.3022	0.6974	0	0	1	0	0.9994	0	0.0004	0.0002	0.9997	0	0	0.0003	0	0	1	0	0.5137	0.4861	0.0002	0.0001	0.3618	0.0002	0.0002	0.6378	0	0	1	0																																																																																																																																
motif0020	CAPRIN1	10	0	0.0997	0.9003	0	0.0608	0.2795	0.6592	0.0005	0	0.0089	0.991	0	0	0.4109	0.5891	0	0.1237	0.5789	0.0003	0.297	0	0.3286	0.6714	0	0	0.4986	0.5011	0.0003	0.0973	0.3463	0.4248	0.1316	0	0.0005	0.9995	0.0001	0	0.3631	0.6369	0																																																																																																																								
motif0021	CAPRIN1	8	0.4781	0	0.5219	0	0	0	1	0	0.4443	0.0563	0.4994	0	1	0	0	0	0	0	1	0	0.4898	0.0006	0.5047	0.0049	0.0021	0	0.9945	0.0035	0.0036	0	0.9963	0.0001																																																																																																																																
motif0022	CAPRIN1	7	0	0	1	0	0.9994	0	0.0006	0	0.9996	0	0.0002	0.0002	0	0	1	0	0.0005	0.9036	0.0959	0	0.4778	0	0.0001	0.5222	0	0	1	0																																																																																																																																				
motif0023	CAPRIN1	8	0.0005	0.9991	0.0002	0.0002	0	1	0	0	0.3057	0.3724	0.0002	0.3216	0	0.9989	0.0011	0	0.4772	0	0.0004	0.5224	0	0.0001	0.9999	0	0.0005	0.7286	0.2709	0	0	0.9999	0.0001	0																																																																																																																																
motif0024	CAPRIN1	8	0.0699	0	0.4816	0.4485	0	0	1	0	0.5382	0	0.4618	0	0.9994	0	0.0005	0.0001	0	0	1	0	0.002	0.9947	0.0033	0	0.4279	0	0.0009	0.5712	0	0	1	0																																																																																																																																
motif0025	CAPRIN1	8	0.0003	0	0.5366	0.4631	0.0001	0.0005	0.9994	0.0001	0.435	0.0002	0.5187	0.0462	0	0.9993	0.0007	0	0.9995	0	0	0.0005	0	0	1	0	0.61	0	0	0.39	0	0	0.9999	0.0001																																																																																																																																
motif0026	CAPRIN1	8	0.2056	0	0.0012	0.7932	0	0	1	0	0.9974	0.0005	0.0021	0	1	0	0	0	0	0	1	0	0.1755	0.5486	0.2758	0	0.3335	0.0003	0.0011	0.6651	0.0004	0	0.9996	0																																																																																																																																
motif0027	CAPRIN1	8	0.3227	0	0.6773	0	0	0	1	0	0.3115	0.3071	0.3813	0	0.9997	0.0001	0.0002	0.0001	0	0.0001	0.9999	0	0.0004	0.0002	0.7331	0.2664	0	0	0.9997	0.0002	0.0004	0	0.9993	0.0003																																																																																																																																
motif0033	CPSF2	8	0.0006	0	0	0.9994	0.0005	0	0	0.9995	0.3588	0	0	0.6412	0.9995	0	0	0.0005	0.0003	0	0	0.9997	0.9998	0	0	0.0002	0.7079	0.0001	0	0.292	0.9995	0	0	0.0005																																																																																																																																
motif0034	CPSF2	10	1	0	0	0	0.9996	0	0	0.0004	1	0	0	0	0.0014	0	0.4935	0.5051	1	0	0	0	0.6574	0.1789	0.1637	0	0.8456	0	0	0.1544	0.6393	0	0	0.3607	0.3446	0.216	0.2438	0.1957	0.9931	0	0	0.0069																																																																																																																								
motif0035	CPSF2	10	0	0	0	1	0.0003	0	0.3301	0.6696	0	0	0	1	0.3944	0.5265	0.0004	0.0787	0.0001	0.0001	0	0.9998	0.0003	0	0	0.9997	0.0014	0.3865	0.1814	0.4308	0.3765	0	0	0.6235	0	0.4904	0.0029	0.5067	0.0001	0	0	0.9999																																																																																																																								
motif0036	CPSF2	10	0	0.6057	0.3942	0	0	0.7885	0.0861	0.1254	0.0001	0.7025	0.1249	0.1725	0.0001	0.9876	0.0124	0	0.3512	0.002	0.2297	0.4171	0	0.1743	0.8257	0	0	0.8516	0.1483	0.0001	0	0.9995	0.0005	0	0	0.4086	0.1037	0.4877	0	0.5684	0.4316	0																																																																																																																								
motif0037	CPSF2	10	0	0.9999	0	0	0	0.2023	0	0.7976	0	0.9928	0.0071	0	0.0001	0.2659	0.0002	0.7338	0	0.6401	0.1621	0.1978	0.0144	0.4902	0	0.4954	0.0001	0.4063	0	0.5935	0	0.6922	0	0.3078	0	0.6815	0	0.3184	0.0001	0.6848	0.0001	0.315																																																																																																																								
motif0038	CPSF2	8	0.0003	0.0012	0.9985	0	0.185	0.0002	0.4123	0.4024	0	0.3071	0.6928	0.0001	0	0.9997	0.0003	0	0.0001	0	0.0001	0.9998	0	0	1	0	0	0.0001	0.6229	0.3771	0	0	1	0																																																																																																																																
motif0039	CPSF2	8	0.9993	0	0	0.0006	0.9994	0.0002	0	0.0004	0.9999	0	0	0.0001	0.0002	0.0001	0	0.9997	1	0	0	0	0.7105	0.0003	0	0.2892	0.9996	0	0	0.0004	0.0006	0.2301	0	0.7693																																																																																																																																
motif0040	CPSF2	8	0.9993	0	0	0.0006	0.9994	0.0002	0	0.0004	0.9999	0	0	0.0001	0.0002	0.0001	0	0.9997	1	0	0	0	0.7105	0.0003	0	0.2892	0.9996	0	0	0.0004	0.0006	0.2301	0	0.7693																																																																																																																																
motif0041	CPSF3	10	0	0.4301	0.5699	0	0.0004	0.6344	0.3517	0.0135	0.0002	0.4906	0.5091	0.0001	0.0003	0.5397	0.46	0	0.0001	0.4858	0.5136	0.0005	0.0003	0.0007	0.9989	0.0002	0	0.5021	0.4974	0.0005	0	0.9992	0.0008	0	0.0002	0.1257	0.5893	0.2849	0	0.4083	0.5917	0																																																																																																																								
motif0042	CPSF3	8	0	1	0	0	0.0192	0.5916	0	0.3892	0	1	0	0	0.4177	0.0898	0	0.4924	0	0.4202	0.5794	0.0004	0.0006	0.9987	0.0004	0.0003	0	1	0	0	0	0.9997	0	0.0003																																																																																																																																
motif0043	CPSF3	10	0	0	0.6165	0.3835	0	0	0.9149	0.0851	0.3447	0	0.4274	0.2279	0.0004	0.0001	0.9995	0	0.2163	0.4013	0.3823	0.0001	0.5162	0	0	0.4838	0.0001	0	0.9994	0.0005	0.0081	0	0.9919	0.0001	0.3665	0	0.4527	0.1808	0.2196	0	0.7804	0																																																																																																																								
motif0044	CPSF3	8	0.0002	0.9998	0	0	0.3073	0.4256	0	0.2672	0.197	0.4591	0	0.3439	0	1	0	0	0.9998	0	0	0.0001	0	0.9995	0.0003	0.0003	0.0003	0.9994	0.0001	0.0002	0.0004	0.9994	0	0.0002																																																																																																																																
motif0045	CPSF4	10	0	0.5663	0.4336	0	0	0.3762	0.3163	0.3075	0	0.6909	0.3091	0	0.0002	0.8214	0.0038	0.1746	0	0.8014	0.1985	0.0001	0.2367	0.0001	0.3732	0.39	0	0.471	0.529	0	0.0002	0.8018	0.1976	0.0004	0	0.9835	0.0156	0.0009	0	0.9768	0.0232	0																																																																																																																								
motif0046	CPSF4	8	0	0.0003	0.9995	0.0001	0	0.0002	0.9997	0.0001	0	0.4434	0.5566	0	0.584	0.0002	0.0002	0.4156	0	0.0002	0.9998	0	0.0003	0.174	0.8257	0	0	0	0.6746	0.3254	0	0	1	0																																																																																																																																
motif0047	CPSF4	8	0	0	1	0	0.4249	0.0001	0.4967	0.0783	0.3901	0	0.6099	0	0	0	1	0	1	0	0	0	0.0004	0.0005	0.9991	0	0.4518	0.0004	0.5479	0	0.0006	0.0001	0.9992	0																																																																																																																																
motif0048	CPSF6	8	0	0	0	1	0.0004	0.7839	0.0008	0.2148	0	0	0	1	0	0.0003	0.9997	0	0	0	0	1	0.1326	0	0.8672	0.0002	0.0003	0	0	0.9997	0	0.1618	0.5967	0.2415																																																																																																																																
motif0049	CPSF6	10	0	0.432	0.568	0	0	0.6299	0.37	0	0.2911	0.002	0.699	0.0079	0	0.0305	0.9692	0.0003	0	0.72	0.2798	0.0002	0.0118	0.5235	0.2832	0.1816	0	0.4764	0.5232	0.0004	0.0001	0.5478	0.4519	0.0002	0.0003	0.0023	0.9887	0.0088	0	0.3684	0.6316	0																																																																																																																								
motif0050	CPSF6	10	0	0.7715	0.2283	0.0002	0.2342	0.5617	0.0002	0.2039	0	0.9986	0.0014	0	0.5567	0.0016	0.0021	0.4396	0	0	1	0	0.426	0.0003	0.5735	0.0002	0.0446	0.0154	0.9333	0.0067	0.006	0.7193	0.2396	0.0352	0.3946	0.0895	0.0001	0.5159	0	0.2725	0.7275	0																																																																																																																								
motif0051	CPSF6	8	0	0	0	1	0	0	0.9994	0.0006	0	0	0	1	0.9992	0	0.0004	0.0005	0.9996	0.0003	0.0001	0.0001	0	0.4353	0	0.5647	0.0003	0	0	0.9997	0	0	0.4242	0.5758																																																																																																																																
motif0052	CPSF6	8	0	0	0	1	0.0004	0.7839	0.0009	0.2148	0	0	0	1	0	0.0003	0.9997	0	0	0	0	1	0.1326	0	0.8672	0.0002	0.0003	0	0	0.9997	0	0.1618	0.5967	0.2415																																																																																																																																
motif0053	CPSF6	8	0.0002	0	0	0.9998	0	0	1	0	0.7613	0	0.0002	0.2385	0.6595	0	0.3401	0.0004	0.0007	0	0.9993	0	0.4764	0.5235	0.0001	0	0.0006	0	0	0.9994	0	0	1	0																																																																																																																																
motif0054	CPSF6	8	0.9979	0.0017	0.0003	0	0.3299	0.0006	0.0001	0.6694	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0.4259	0.0018	0	0.5724	0.9974	0.0008	0	0.0019																																																																																																																																
motif0055	CPSF6	8	0	0.8566	0.0001	0.1433	0	0.9995	0	0.0005	0	0.6595	0	0.3405	0.2997	0.0002	0	0.7002	0	0.9993	0.0002	0.0005	0	0.9991	0.0002	0.0007	0	0.6046	0	0.3954	0	0.9999	0	0.0001																																																																																																																																
motif0056	CPSF6	8	0	0	0	1	0	0	0.9999	0.0001	0	0	0	1	0.2972	0	0.7025	0.0003	0.3221	0	0.0001	0.6777	0.0002	0.7149	0.0004	0.2845	0	0	0	1	0	0	0.9992	0.0008																																																																																																																																
motif0057	CPSF6	10	0	0.9986	0.0014	0	0.2583	0.3011	0.0002	0.4405	0	0.3779	0.4956	0.1265	0	1	0	0	0.3671	0.1986	0.0019	0.4324	0.0001	0.0007	0.679	0.3202	0.0003	0.9995	0	0.0002	0.0569	0.4079	0.0003	0.5349	0.0187	0.6176	0.3634	0.0003	0	0.9998	0.0001	0.0001																																																																																																																								
motif0058	CPSF6	15	0.0226	0.3922	0.0318	0.5534	0.0107	0.4616	0.0301	0.4975	0.0103	0.5729	0.0109	0.4059	0.0205	0.485	0.0088	0.4856	0.0121	0.4273	0.0155	0.5451	0.0078	0.5859	0.0138	0.3925	0.0216	0.4703	0.0078	0.5003	0.0102	0.4921	0.0206	0.4771	0.0093	0.5948	0.0103	0.3856	0.0293	0.4562	0.0098	0.5048	0.013	0.4998	0.0238	0.4635	0.0122	0.6487	0.0083	0.3308	0.0246	0.4507	0.0064	0.5183	0.0127	0.5311	0.0277	0.4284	0.0143	0.6532	0.0083	0.3243																																																																																																				
motif0059	CPSF6	10	0	0	1	0	0	0.4314	0.5685	0.0001	0.5054	0.0002	0.1938	0.3007	0	0.0498	0.9502	0	0.0001	0.6423	0.3575	0	0.4854	0.0848	0.0057	0.4242	0	0	0.9999	0	0	0.4393	0.5607	0	0.4337	0.0239	0.242	0.3004	0	0	1	0																																																																																																																								
motif0060	CPSF6	8	0.4615	0	0.0002	0.5383	0	0	1	0	0.0002	0.1367	0.8631	0	0.9999	0	0	0.0001	0	0	1	0	0.2582	0.2875	0.4543	0	0.9963	0	0	0.0037	0	0	1	0																																																																																																																																
motif0061	CPSF6	10	0.184	0.4666	0.3494	0	0.8861	0	0.1139	0	0	0.0006	0.9994	0	0.0004	0.1139	0.8857	0	0.209	0.3589	0.432	0	0.0001	0.9999	0	0	0.7211	0.2786	0.0003	0	0.3081	0.0001	0.5834	0.1084	0.234	0.0058	0.7602	0	0.0424	0.222	0.7357	0																																																																																																																								
motif0062	CPSF6	8	0	0.9996	0.0002	0.0003	0	1	0	0	0.0002	0.0003	0	0.9995	0.0013	0.4542	0.4078	0.1367	0	1	0	0	0.0002	0.4606	0.0002	0.5391	0.0001	0.5785	0	0.4214	0	0.9999	0.0001	0																																																																																																																																
motif0063	CPSF6	8	0.9991	0.0005	0.0004	0	0.5674	0	0	0.4326	0	0	1	0	0.9999	0	0.0001	0	0.9996	0	0	0.0004	0	0	1	0	0.9998	0	0.0002	0	0.6532	0.0004	0	0.3464																																																																																																																																
motif0064	CPSF6	8	0	0.0005	0.9995	0	0	0.9996	0.0004	0	0.5103	0.1436	0.0001	0.346	0	0.0001	0.9999	0	0	0.9997	0.0003	0	0.441	0.1463	0.0001	0.4125	0	0	0.9999	0	0.0001	0.8089	0.191	0																																																																																																																																
motif0065	CPSF6	8	0.9992	0.0005	0.0003	0	0.5676	0	0	0.4324	0	0	1	0	0.9999	0	0.0001	0	0.9996	0	0	0.0004	0	0	1	0	0.9998	0	0.0002	0	0.6533	0.0002	0	0.3464																																																																																																																																
motif0066	CPSF6	8	0.0001	0.0002	0.9997	0	0.8418	0.1581	0.0002	0	0.6746	0	0.1931	0.1324	0	0	1	0	1	0	0	0	0.6792	0	0.1794	0.1414	0	0	1	0	0.9998	0	0.0002	0																																																																																																																																
motif0067	CPSF6	8	0.0003	0.8262	0.1731	0.0004	0.3874	0	0	0.6126	0	0	1	0	0.0013	0	0.0001	0.9986	0.0015	0	0.9984	0	0	0.8166	0.0985	0.0849	0.2621	0.0002	0	0.7377	0.0008	0.0007	0.9984	0.0002																																																																																																																																
motif0068	CPSF6	8	0.0001	0.3692	0.6307	0.0001	0.0003	0.2077	0.792	0	0	0.9881	0.0012	0.0107	0.0001	0.0028	0.997	0.0002	0.0012	0.0518	0.9428	0.0042	0.0014	0.8666	0.1321	0	0	0.4501	0.4214	0.1284	0	0.0007	0.9993	0																																																																																																																																
motif0069	CPSF6	10	0.932	0	0	0.068	0.806	0	0.0003	0.1937	0.1987	0	0.4762	0.3251	0.9993	0	0.0002	0.0005	0.6801	0	0.0003	0.3196	0.636	0.0005	0.1946	0.1689	0.0021	0.0001	0.5386	0.4593	0.9965	0	0.0005	0.0029	0.9979	0.0002	0.0001	0.0017	0.9992	0	0.0001	0.0007																																																																																																																								
motif0070	CPSF6	9	0	0.7847	0.2153	0	0.0009	0	0	0.9991	0	0.0002	0.9998	0	0.2673	0.0001	0.4401	0.2924	0.2959	0.0002	0.5504	0.1535	0.0004	0.2268	0.7133	0.0594	0	0.919	0.081	0	0.3026	0	0	0.6973	0	0	1	0																																																																																																																												
motif0071	CPSF6	8	0.2814	0	0	0.7186	0.0002	0	0.0001	0.9997	0.0001	0.0012	0.2168	0.7819	0.0003	0	0.0001	0.9996	0.0021	0.9941	0.0004	0.0034	0.0003	0.0019	0	0.9978	0.0009	0	0.0012	0.9979	0.0005	0	0	0.9995																																																																																																																																
motif0072	CPSF6	8	0.0002	0.9921	0.0077	0	0.313	0	0	0.687	0	0	1	0	0.2185	0.6063	0.1747	0.0004	0.9988	0	0	0.0012	0	0	1	0	0.0005	0.9986	0.0005	0.0004	0.0013	0.3838	0	0.6149																																																																																																																																
motif0073	CPSF6	8	0	0	0	1	0	0	0.999	0.001	0.796	0	0.2032	0.0009	0.3086	0	0.6899	0.0015	0.0021	0	0.9979	0	1	0	0	0	0.7262	0.1233	0.1503	0.0002	0.9983	0	0	0.0017																																																																																																																																
motif0074	CPSF6	8	0	0	0	1	0	0	0.999	0.001	0.796	0	0.2032	0.0009	0.3086	0	0.6899	0.0015	0.0021	0	0.9979	0	1	0	0	0	0.7262	0.1233	0.1503	0.0002	0.9983	0	0	0.0017																																																																																																																																
motif0075	CPSF6	8	0.0002	0.9921	0.0077	0	0.313	0	0	0.687	0	0	1	0	0.2185	0.6063	0.1747	0.0004	0.9988	0	0	0.0012	0	0	1	0	0.0005	0.9986	0.0005	0.0004	0.0013	0.3838	0	0.6149																																																																																																																																
motif0076	CPSF7	10	0.0013	0	0.0002	0.9985	0.3177	0	0.0001	0.6822	0.2025	0.3863	0.0001	0.4112	0	0	0	1	0	0	1	0	0	0	0	1	0.9999	0	0.0001	0	0.4718	0	0	0.5281	0.3791	0	0.1764	0.4445	0.3834	0	0	0.6165																																																																																																																								
motif0077	CPSF7	10	0	0.4907	0.5092	0.0001	0	0.8558	0.1442	0	0.3497	0.0585	0.1492	0.4426	0.0006	0.1008	0.8979	0.0008	0.0072	0.9356	0.055	0.0022	0.1907	0.0581	0.0763	0.675	0	0.295	0.7049	0.0001	0.0007	0.9386	0.0604	0.0003	0.0025	0.0253	0.0499	0.9224	0	0.2988	0.7012	0																																																																																																																								
motif0078	CPSF7	10	0	0.9757	0.0116	0.0127	0.3168	0.4419	0	0.2413	0	0.9999	0	0.0001	0.6175	0	0	0.3824	0.0001	0	0.9997	0.0002	0.1919	0.2941	0.3221	0.192	0.1914	0.3549	0.4536	0	0.1563	0.6747	0.0132	0.1558	0	0	0	1	0	0.0099	0.9885	0.0015																																																																																																																								
motif0079	CPSF7	8	0.0005	0.8373	0	0.1623	0	0	0	1	0	0	1	0	0	0	0.0001	0.9999	0.0001	0	0.6462	0.3537	0.4456	0	0.5544	0	0.9997	0	0.0003	0	0.9995	0.0002	0	0.0002																																																																																																																																
motif0080	CPSF7	8	0.2238	0	0.0002	0.776	0	0	1	0	0.9999	0	0.0001	0	0.9995	0	0.0001	0.0004	0	0	1	0	1	0	0	0	0.7083	0	0	0.2917	0.3893	0.0002	0.6104	0.0001																																																																																																																																
motif0081	CPSF7	8	0	0.9998	0.0001	0.0001	0	0.9994	0.0001	0.0005	0	0.0867	0.0001	0.9131	0.1253	0.2034	0.3615	0.3098	0	0.9994	0.0002	0.0004	0	1	0	0	0	0.304	0	0.696	0	0.9994	0.0004	0.0002																																																																																																																																
motif0082	CPSF7	8	0.0001	0.9988	0.0002	0.001	0	0.9997	0	0.0003	0.0001	0.6256	0	0.3743	0	0.9999	0	0.0001	0.4583	0.0003	0.0001	0.5413	0.0001	0.406	0.3853	0.2087	0	0.9999	0.0001	0	0.0003	0.9995	0	0.0002																																																																																																																																
motif0083	CSTF2	8	0	0	0.1244	0.8756	0	0	0.9999	0	0	0	0.1351	0.8648	0	0	0.9999	0	0	0	0.3064	0.6936	0	0	0.9999	0	0	0	0.3126	0.6873	0	0	0	0.9999																																																																																																																																
motif0084	CSTF2	10	0.0047	0.0692	0.9248	0.0014	0.2623	0.0013	0.265	0.4713	0.0004	0.0067	0.9922	0.0007	0.2734	0.0005	0.1773	0.5488	0.0004	0.0045	0.9943	0.0008	0.2653	0.0007	0.2809	0.4531	0.0005	0.0015	0.9916	0.0065	0.1517	0.3103	0.3382	0.1998	0.0001	0.0003	0.2643	0.7354	0	0	0.9999	0																																																																																																																								
